"stripped_cell_line_name","cell_line_name","Sample Name","CCLE_Name","alias","DepMap_ID","COSMIC identifier","Sanger_Model_ID","master_ccl_id","sampleid","Cellosaurus.Accession.id","sex","age","ds_group","ds_type","ds_subtype","characteristics","primary_site","sample_site","metastatic","primary_or_metastasis","depmap_public_comments"
"SCLC22H","SCLC-22H",NA,"SCLC22H_LUNG",NA,"ACH-001386",NA,"SIDM00028",NA,NA,NA,"Male",46,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"SCMCRM2","SCMC-RM2",NA,"SCMCRM2_SOFT_TISSUE",NA,"ACH-001184",NA,NA,NA,NA,NA,"Female",11,"Soft tissue","Sarcoma","NOS",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SCS214","SCS-214",NA,"SCS214_SOFT_TISSUE",NA,"ACH-001280",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","Synovial sarcoma",NA,NA,"soft_tissue",NA,NA,NA
"SEKI","SEKI",NA,"SEKI_SKIN",NA,"ACH-001645",NA,NA,NA,NA,NA,"Female",28,"Skin","Melanoma","NOS",NA,NA,"skin",NA,"Primary",NA
"SEM","SEM",NA,"SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000782",NA,NA,1013,"SEM","CVCL_0095","Female",5,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"SEMK2","SEMK2",NA,"SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001735",NA,NA,NA,NA,NA,"Female",5,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"SERBOB","SerBob",NA,"SERBOB_PROSTATE",NA,"ACH-001646",NA,NA,NA,NA,NA,"Unknown",NA,"Urogenital","Prostate","Adenocarcinoma",NA,NA,"prostate",NA,"Primary",NA
"SET2","Set-2",NA,"SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000195",NA,"SIDM00397",1014,"SET-2","CVCL_2187","Female",71,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"SF10067","SF10067",NA,"SF10067_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001324",NA,NA,NA,NA,NA,"Male",NA,"Nervous system","Medulloblastoma","NOS",NA,NA,"central_nervous_system",NA,"Primary",NA
"SF10074","SF10074",NA,"SF10074_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001325",NA,NA,NA,NA,NA,"Male",NA,"Nervous system","Medulloblastoma","NOS",NA,NA,"central_nervous_system",NA,"Primary",NA
"SF10767","SF10767",NA,"SF10767_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001326",NA,NA,NA,NA,NA,"Male",NA,"Nervous system","Medulloblastoma","NOS",NA,NA,"central_nervous_system",NA,"Primary",NA
"SF126","SF126","SF126","SF126_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000609",909712,"SIDM00382",1015,"SF126","CVCL_1688","Female",NA,"Nervous system","Glioma","Astrocytoma",NA,"central_nervous_system","central_nervous_system",NA,"Primary",NA
"SF172","SF-172",NA,"SF172_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000887",NA,NA,NA,NA,NA,"Female",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,NA,NA
"SF268","SF268","SF268","SF268_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000655",905986,"SIDM00085",1017,"SF268","CVCL_1689","Female",NA,"Nervous system","Glioma","Astrocytoma",NA,"","central_nervous_system",NA,"Primary",NA
"SF295","SF-295","SF295","SF295_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000376",905985,"SIDM00084",1018,"SF295","CVCL_1690","Female",67,"Nervous system","Glioma","Glioblastoma",NA,"central_nervous_system","central_nervous_system",NA,"Primary",NA
"SF539","SF539","SF539","SF539_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000273",905984,"SIDM00083",1019,"SF539","CVCL_1691","Female",NA,"Soft tissue","Sarcoma","NOS",NA,"","central_nervous_system",NA,"Primary",NA
"SF763",NA,NA,"SF763_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001185",NA,NA,NA,NA,NA,"Female",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,NA,NA
"SF767","SF767",NA,"SF767_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000490",NA,"SIDM00626",NA,NA,NA,"Female",NA,"Nervous system","Glioma","Astrocytoma",NA,NA,"stomach",TRUE,"Metastasis",NA
"SF782",NA,NA,"SF782_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001186",NA,NA,NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,NA,NA
"SF8657",NA,NA,"SF8657_SKIN",NA,"ACH-001187",NA,NA,NA,NA,NA,"Male",63,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"skin",NA,NA,NA
"SG231","SG231",NA,"SG231_BILIARY_TRACT",NA,"ACH-001857",NA,NA,NA,NA,NA,"Male",NA,"Gastrointestinal","Bile duct","Intrahepatic cholangiocarcinoma",NA,NA,"biliary_tract",NA,NA,NA
"SH10TC","SH-10-TC",NA,"SH10TC_STOMACH",NA,"ACH-000764",NA,NA,1024,"SH-10-TC","CVCL_5167","Unknown",NA,"Gastrointestinal","Gastric","Mucinous adenocarcinoma",NA,"stomach","stomach",NA,"Primary",NA
"SH2","SH-2",NA,"SH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002675",NA,NA,NA,NA,NA,"Male",35,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)","M2",NA,"bone",NA,NA,NA
"SH4","SH-4","SH-4","SH4_SKIN",NA,"ACH-000441",909713,"SIDM01079",1025,"SH-4","CVCL_1692","Female",60,"Skin","Melanoma","NOS",NA,"skin","pleural_effusion",TRUE,"Metastasis",NA
"SHI1","SHI-1",NA,"SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001647",NA,NA,NA,NA,NA,"Male",37,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SHMAC4","Shmac 4",NA,"SHMAC4_PROSTATE",NA,"ACH-001648",NA,NA,NA,NA,NA,"Unknown",NA,"Urogenital","Prostate","Adenocarcinoma",NA,NA,"prostate",NA,"Primary",NA
"SHMAC5","Shmac 5",NA,"SHMAC5_PROSTATE",NA,"ACH-001649",NA,NA,NA,NA,NA,"Unknown",NA,"Urogenital","Prostate","Adenocarcinoma",NA,NA,"prostate",NA,"Primary",NA
"SHP77","SHP-77","SHP-77","SHP77_LUNG",NA,"ACH-000790",724872,"SIDM01078",1026,"SHP-77","CVCL_1693","Male",54,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"SHSY5Y","SH-SY5Y",NA,"SHSY5Y_AUTONOMIC_GANGLIA",NA,"ACH-001188",NA,"SIDM01236",NA,NA,NA,"Female",4,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SIGM5","SIG-M5","SIG-M5","SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000112",909715,"SIDM00396",1028,"SIG-M5","CVCL_1694","Male",63,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)","M5","haematopoietic_and_lymphoid_tissue","bone_marrow",NA,NA,NA
"SIHA","SIHA","SiHa","SIHA_CERVIX",NA,"ACH-000556",930297,"SIDM01093",NA,NA,NA,"Female",NA,"Urogenital","Cervical","NOS",NA,NA,"cervix",NA,NA,NA
"SIMA","SIMA","SIMA","SIMA_AUTONOMIC_GANGLIA",NA,"ACH-000099",753620,"SIDM00395",1030,"SiMa","CVCL_1695","Male",1.67,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","autonomic_ganglia",NA,NA,NA
"SISO","SISO","SISO","SISO_CERVIX",NA,"ACH-001650",1240212,"SIDM00394",NA,NA,NA,"Female",67,"Urogenital","Cervical","Adenocarcinoma",NA,NA,"cervix",NA,"Primary",NA
"SJRH30",NA,"SJRH30","SJRH30_SOFT_TISSUE",NA,"ACH-001189",909716,"SIDM01095",NA,NA,NA,"Male",17,"Soft tissue","Sarcoma","NOS",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SJSA1","SJSA-1","SJSA-1","SJSA1_BONE",NA,"ACH-000748",909717,"SIDM01112",1032,"SJSA-1","CVCL_1697","Male",19,"Bone","Bone","Osteosarcoma",NA,"bone","bone",NA,"Primary",NA
"SKBR3","SK-BR-3",NA,"SKBR3_BREAST",NA,"ACH-000017",NA,"SIDM00897",1033,"SK-BR-3","CVCL_0033","Female",43,"Breast","Breast","Adenocarcinoma","ERneg; HER2pos","breast","pleural_effusion",TRUE,"Metastasis",NA
"SKBR5","SKBR5",NA,"SKBR5_BREAST",NA,"ACH-002329",NA,NA,NA,NA,NA,"Unknown",NA,"Breast","Breast","NOS",NA,NA,"breast",NA,NA,NA
"SKBR7","SKBR7",NA,"SKBR7_BREAST",NA,"ACH-002330",NA,NA,NA,NA,NA,"Unknown",NA,"Breast","Breast","NOS",NA,NA,"breast",NA,NA,NA
"SKCO1","SK-CO-1","SK-CO-1","SKCO1_LARGE_INTESTINE",NA,"ACH-000400",909718,"SIDM01096",1034,"SK-CO-1","CVCL_0626","Male",65,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,"large_intestine","ascites",TRUE,"Metastasis",NA
"SKES1","SK-ES-1","SK-ES-1","SKES1_BONE",NA,"ACH-000087",684072,"SIDM01111",1035,"SK-ES-1","CVCL_0627","Male",18,"Bone","Bone","Ewings",NA,"bone","bone",NA,"Primary",NA
"SKGI","SKG-I",NA,"SKGI_ENDOMETRIUM",NA,"ACH-001651",NA,NA,NA,NA,NA,"Female",NA,"Urogenital","Endometrial","Squamous cell",NA,NA,"endometrium",NA,"Primary",NA
"SKGII","SKG-II",NA,"SKGII_ENDOMETRIUM",NA,"ACH-001652",NA,NA,NA,NA,NA,"Female",NA,"Urogenital","Endometrial","Squamous cell",NA,NA,"endometrium",NA,"Primary",NA
"SKGIIIA","SKG-IIIa",NA,"SKGIIIA_CERVIX",NA,"ACH-002020",NA,"SIDM00381",NA,NA,NA,"Female",NA,"Urogenital","Cervical","NOS",NA,NA,"cervix",NA,"Primary",NA
"SKGT2","SK-GT-2","SK-GT-2","SKGT2_STOMACH",NA,"ACH-001653",1503364,"SIDM00393",NA,NA,NA,"Male",72,"Gastrointestinal","Gastric","Adenocarcinoma",NA,NA,"stomach",NA,"Primary",NA
"SKGT4","SK-GT-4","SK-GT-4","SKGT4_OESOPHAGUS",NA,"ACH-001654",1503365,"SIDM00483",NA,NA,NA,"Male",NA,"Gastrointestinal","Esophageal","Adenocarcinoma",NA,NA,"oesophagus",NA,"Primary",NA
"SKHEP1","SK-HEP-1","SK-HEP-1","SKHEP1_LIVER",NA,"ACH-000361",909719,"SIDM01110",1036,"SK-HEP-1","CVCL_0525","Male",52,"Gastrointestinal","Liver","Hepatocellular carcinoma",NA,"liver","ascites",TRUE,"Metastasis",NA
"SKLMS1","SK-LMS-1","SK-LMS-1","SKLMS1_SOFT_TISSUE",NA,"ACH-000145",909720,"SIDM01109",1037,"SK-LMS-1","CVCL_0628","Female",43,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","soft_tissue",NA,"Primary",NA
"SKLU1","SK-LU-1","SK-LU-1","SKLU1_LUNG",NA,"ACH-000309",909721,"SIDM01108",1038,"SK-LU-1","CVCL_0629","Female",60,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"SKM1","SKM-1","SKM-1","SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000373",909722,"SIDM00380",1039,"SKM-1","CVCL_0098","Male",76,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"SKMEL1","SK-MEL-1","SK-MEL-1","SKMEL1_SKIN",NA,"ACH-000465",909723,"SIDM01107",1040,"SK-MEL-1","CVCL_0068","Male",29,"Skin","Melanoma","NOS",NA,"skin","haematopoietic_and_lymphoid_tissue",TRUE,"Metastasis",NA
"SKMEL19","SK-MEL-19",NA,"SKMEL19_SKIN","SK-MEL-19","ACH-002005",NA,NA,NA,NA,NA,"Male",50,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,NA
"SKMEL19SKINCJ1","SKMEL19 SKIN CJ1",NA,"SKMEL19_SKIN_CJ1_RESISTANT","SKMEL19 RMR","ACH-002006",NA,NA,NA,NA,NA,"Unknown",NA,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,"Drug resistance: Dabrafenib and Trametinib"
"SKMEL19SKINCJ2","SKMEL19 SKIN CJ2",NA,"SKMEL19_SKIN_CJ2_RESISTANT","SK-MEL-19(-1) ER","ACH-002007",NA,NA,NA,NA,NA,"Unknown",NA,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,"Drug resistance: SCH772984"
"SKMEL2","SK-MEL-2","SK-MEL-2","SKMEL2_SKIN",NA,"ACH-001190",905955,"SIDM00082",1041,"SK-MEL-2","CVCL_0069","Male",60,"Skin","Melanoma","NOS",NA,"skin","skin",TRUE,"Metastasis",NA
"SKMEL24","SK-MEL-24","SK-MEL-24","SKMEL24_SKIN",NA,"ACH-000822",909725,"SIDM01106",1042,"SK-MEL-24","CVCL_0599","Male",67,"Skin","Melanoma","NOS",NA,"skin","lymph_node",TRUE,"Metastasis",NA
"SKMEL28","SK-MEL-28","SK-MEL-28","SKMEL28_SKIN",NA,"ACH-000615",905954,"SIDM00081",1043,"SK-MEL-28","CVCL_0526","Male",51,"Skin","Melanoma","NOS",NA,"skin","skin",NA,NA,NA
"SKMEL3","SK-MEL-3","SK-MEL-3","SKMEL3_SKIN",NA,"ACH-000423",909724,"SIDM01105",1044,"SK-MEL-3","CVCL_0550","Female",42,"Skin","Melanoma","NOS",NA,"skin","lymph_node",TRUE,"Metastasis",NA
"SKMEL30","SK-MEL-30","SK-MEL-30","SKMEL30_SKIN",NA,"ACH-000810",909726,"SIDM00392",1045,"SK-MEL-30","CVCL_0039","Male",67,"Skin","Melanoma","NOS",NA,"skin","skin",TRUE,"Metastasis",NA
"SKMEL31","SK-MEL-31","SK-MEL-31","SKMEL31_SKIN",NA,"ACH-000640",909727,"SIDM01104",1046,"SK-MEL-31","CVCL_0600","Female",NA,"Skin","Melanoma","NOS",NA,"skin","skin",NA,"Primary",NA
"SKMEL5","SK-MEL-5","SK-MEL-5","SKMEL5_SKIN",NA,"ACH-000730",905956,"SIDM00080",1047,"SK-MEL-5","CVCL_0527","Female",24,"Skin","Melanoma","NOS",NA,"skin","lymph_node",TRUE,"Metastasis",NA
"SKMES1","SK-MES-1","SK-MES-1","SKMES1_LUNG",NA,"ACH-000665",909728,"SIDM01103",1048,"SK-MES-1","CVCL_0630","Male",65,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"SKMG1","SK-MG-1","SK-MG-1","SKMG1_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002304",909729,"SIDM00379",NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","Astrocytoma",NA,NA,"central_nervous_system",NA,NA,NA
"SKMM1",NA,NA,"SKMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001191",NA,NA,NA,NA,NA,"Unknown",NA,"Lymphoid","Plasma cell","Multiple myeloma",NA,NA,"bone_marrow",NA,NA,NA
"SKMM2","SK-MM-2","SK-MM-2","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000363",753612,"SIDM00391",1050,"SK-MM-2","CVCL_1699","Male",54,"Lymphoid","Plasma cell","Multiple myeloma",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"SKN","SKN","SKN","SKN_ENDOMETRIUM",NA,"ACH-001655",1240215,"SIDM00377",NA,NA,NA,"Female",52,"Urogenital","Endometrial","Squamous cell",NA,NA,"endometrium",NA,"Primary",NA
"SKN3","SKN-3","SKN-3","SKN3_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002305",1299059,"SIDM00375",NA,NA,NA,"Unknown",NA,"Head and Neck","Head and Neck","Squamous",NA,NA,"upper_aerodigestive_tract",NA,NA,NA
"SKNAS","SK-N-AS","SK-N-AS","SKNAS_AUTONOMIC_GANGLIA",NA,"ACH-000260",724828,"SIDM01101",1051,"SK-N-AS","CVCL_1700","Female",6,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","bone_marrow",TRUE,"Metastasis",NA
"SKNBE2","SK-N-BE(2)",NA,"SKNBE2_AUTONOMIC_GANGLIA",NA,"ACH-000312",NA,"SIDM00894",1052,"SK-N-BE(2)","CVCL_0528","Male",2,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","bone_marrow",TRUE,"Metastasis",NA
"SKNDZ","SK-N-DZ","SK-N-DZ","SKNDZ_AUTONOMIC_GANGLIA",NA,"ACH-000366",688086,"SIDM01100",1053,"SK-N-DZ","CVCL_1701","Female",2,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","bone_marrow",TRUE,"Metastasis",NA
"SKNEP1","SK-NEP-1",NA,"SKNEP1_BONE","HTB-48","ACH-001192",NA,"SIDM00027",NA,NA,NA,"Female",NA,"Bone","Bone","Ewings",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"SKNFI","SK-N-FI","SK-N-FI","SKNFI_AUTONOMIC_GANGLIA",NA,"ACH-000341",688087,"SIDM01099",1055,"SK-N-FI","CVCL_1702","Male",11,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","bone_marrow",TRUE,"Metastasis",NA
"SKNMC","SK-N-MC",NA,"SKNMC_BONE",NA,"ACH-000039",NA,"SIDM00634",1056,"SK-N-MC","CVCL_0530","Female",14,"Bone","Bone","Ewings",NA,"bone","bone",TRUE,"Metastasis",NA
"SKNMM","SK-N-MM",NA,NA,NA,"ACH-002922",NA,NA,NA,NA,NA,"Female",8.1,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"bone",TRUE,"Metastasis",NA
"SKNO1","SKNO-1",NA,"SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001656",NA,NA,NA,NA,NA,"Male",NA,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SKNSH","SK-N-SH","SK-N-SH","SKNSH_AUTONOMIC_GANGLIA",NA,"ACH-000149",717431,"SIDM01098",1058,"SK-N-SH","CVCL_0531","Female",4,"Other","Neuroendocrine","Neuroblastoma",NA,"autonomic_ganglia","bone_marrow",TRUE,"Metastasis",NA
"SKOV3","SK-OV-3","SK-OV-3","SKOV3_OVARY",NA,"ACH-000811",905959,"SIDM00079",1059,"SK-OV-3","CVCL_0532","Female",64,"Urogenital","Ovarian","Endometrioid",NA,"ovary","ascites",TRUE,"Metastasis",NA
"SKPNDW","SK-PN-DW","SK-PN-DW","SKPNDW_BONE",NA,"ACH-001193",909731,"SIDM01097",NA,NA,NA,"Male",NA,"Bone","Bone","Ewings",NA,NA,"Embryonal",NA,NA,NA
"SKRC20","SK-RC-20",NA,"SKRC20_KIDNEY",NA,"ACH-000385",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,NA,NA
"SKRC31","SK-RC 31",NA,"SKRC31_KIDNEY",NA,"ACH-001194",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"lung",TRUE,"Metastasis",NA
"SKRC52",NA,NA,"SKRC52_KIDNEY","SK-RC-52","ACH-001195",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,NA,NA
"SKUT1","SK-UT-1","SK-UT-1","SKUT1_SOFT_TISSUE",NA,"ACH-000939",909732,"SIDM01113",1063,"SK-UT-1","CVCL_0533","Female",75,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","endometrium",NA,"Primary",NA
"SLR20","SLR 20",NA,"SLR20_KIDNEY",NA,"ACH-000127",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,"Primary",NA
"SLR21","SLR 21",NA,"SLR21_KIDNEY",NA,"ACH-000016",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",TRUE,"Metastasis",NA
"SLR23","SLR 23",NA,"SLR23_KIDNEY",NA,"ACH-000246",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",TRUE,"Metastasis",NA
"SLR24","SLR 24",NA,"SLR24_KIDNEY",NA,"ACH-000272",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,"Primary",NA
"SLR25",NA,NA,"SLR25_KIDNEY",NA,"ACH-000300",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",TRUE,"Metastasis",NA
"SLR26","SLR 26",NA,"SLR26_KIDNEY",NA,"ACH-000600",NA,NA,NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,"Primary",NA
"SLVL","SLVL",NA,"SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002062",NA,"SIDM00374",NA,NA,NA,"Female",70,"Lymphoid","Lymphoma","NOS",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"SMSCTR","SMS-CTR",NA,"SMSCTR_SOFT_TISSUE",NA,"ACH-001196",NA,NA,NA,NA,NA,"Male",1,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"SMZ1",NA,NA,"SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SMZ-1","ACH-001197",NA,NA,NA,NA,NA,"Male",NA,"Lymphoid","Lymphoma","NOS",NA,NA,"ascites",NA,NA,NA
"SN12C","SN12C","SN12C","SN12C_KIDNEY",NA,"ACH-002199",905979,"SIDM00094",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,NA,NA
"SNB19",NA,NA,"SNB19_CENTRAL_NERVOUS_SYSTEM","SNB-19","ACH-001198",NA,"SIDM00109",NA,NA,NA,"Male",47,"Nervous system","Glioma","Glioblastoma",NA,NA,"central_nervous_system",NA,"Primary",NA
"SNB75","SNB75","SNB75","SNB75_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000504",905982,"SIDM00095",1073,"SNB-75","CVCL_1706","Female",NA,"Nervous system","Glioma","Glioblastoma",NA,"","central_nervous_system",NA,"Primary",NA
"SNF962","sNF96.2",NA,"SNF962_SOFT_TISSUE",NA,"ACH-002694",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"Unknown",NA,NA,NA
"SNGII","SNG-II",NA,"SNGII_ENDOMETRIUM",NA,"ACH-001657",NA,NA,NA,NA,NA,"Female",43,"Urogenital","Endometrial","Adenocarcinoma",NA,NA,"endometrium",NA,"Primary",NA
"SNGM","SNG-M","SNG-M","SNGM_ENDOMETRIUM",NA,"ACH-000974",909735,"SIDM00373",1074,"SNG-M","CVCL_1707","Female",52,"Urogenital","Endometrial","Adenocarcinoma",NA,"endometrium","lymph_node",TRUE,"Metastasis",NA
"SNGP","SNG-P",NA,"SNGP_ENDOMETRIUM",NA,"ACH-002561",NA,"SIDM00372",NA,NA,NA,"Unknown",NA,"Urogenital","Endometrial","Adenocarcinoma",NA,NA,"endometrium",NA,NA,NA
"SNU1","SNU-1","NCI-SNU-1","SNU1_STOMACH",NA,"ACH-000932",908444,"SIDM01146",1075,"SNU-1","CVCL_0099","Male",44,"Gastrointestinal","Gastric","Adenocarcinoma",NA,"stomach","stomach",TRUE,"Metastasis",NA
"SNU1033","SNU-1033",NA,"SNU1033_LARGE_INTESTINE",NA,"ACH-000286",NA,"SIDM00192",1076,"SNU-1033","CVCL_5002","Female",45,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,"large_intestine","large_intestine",NA,"Primary",NA
"SNU1040","SNU-1040","SNU-1040","SNU1040_LARGE_INTESTINE",NA,"ACH-000999",1659823,"SIDM00217",NA,NA,NA,"Male",34,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"Colon",NA,NA,NA
"SNU1041","SNU-1041",NA,"SNU1041_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000618",NA,"SIDM00173",1078,"SNU-1041","CVCL_L085","Male",NA,"Head and Neck","Head and Neck","Squamous","Hypopharyngeal","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA,NA
"SNU1066","SNU-1066",NA,"SNU1066_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000682",NA,"SIDM00170",1079,"SNU-1066","CVCL_5005","Male",62,"Head and Neck","Head and Neck","Squamous","Laryngeal","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA,NA
"SNU1076","SNU-1076",NA,"SNU1076_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000549",NA,"SIDM00168",1080,"SNU-1076","CVCL_5006","Male",60,"Head and Neck","Head and Neck","Squamous","Laryngeal","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA,NA
"SNU1077","SNU-1077",NA,"SNU1077_ENDOMETRIUM",NA,"ACH-000302",NA,"SIDM00166",1081,"SNU-1077","CVCL_5007","Female",60,"Urogenital","Endometrial","Carcinosarcoma",NA,"endometrium","endometrium",NA,"Primary",NA
"SNU1079","SNU-1079",NA,"SNU1079_BILIARY_TRACT",NA,"ACH-000209",NA,"SIDM00164",1082,"SNU-1079","CVCL_5008","Male",NA,"Gastrointestinal","Bile duct","Intrahepatic cholangiocarcinoma",NA,"biliary_tract","biliary_tract",NA,NA,NA
"SNU1105","SNU-1105",NA,"SNU1105_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000368",NA,NA,1083,"SNU-1105","CVCL_5010","Male",61,"Nervous system","Glioma","Glioblastoma",NA,"central_nervous_system","central_nervous_system",NA,"Primary",NA
"SNU1181","SNU-1181",NA,"SNU1181_COLON",NA,"ACH-002542",NA,NA,NA,NA,NA,"Male",65,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"liver",TRUE,"Metastasis",NA
"SNU119","SNU-119",NA,"SNU119_OVARY",NA,"ACH-000635",NA,NA,1084,"SNU-119","CVCL_5014","Female",50,"Urogenital","Ovarian","Cystadenocarcinoma",NA,"ovary","ascites",TRUE,"Metastasis",NA
"SNU1196","SNU-1196",NA,"SNU1196_BILIARY_TRACT",NA,"ACH-000461",NA,"SIDM00163",1085,"SNU-1196","CVCL_5015","Unknown",NA,"Gastrointestinal","Bile duct","Extrahepatic cholangiocarcinoma",NA,"biliary_tract","biliary_tract",NA,NA,NA
